question_id,question,question_sentiment,answer,answer_sentiment
question_box_131995706309,I love you too baby -safa,positive,Go kill ur self... Ik ur not Safa,negative
question_box_120180321428,poet anderson a bitch,negative,fuck you aaron,negative
question_box_56603518174,what if i told your mon you smoke weed & you're bisexual?,positive,oh,positive
question_box_114792529696,"Listen, ask fm is for people to ask fucking questions so stfu and quit saying get off anon like geez it's for asking questions like really stop saying it you look retarded .",negative,stfu.,negative
question_box_117575680497,what do u think guns want from u,positive,ass,positive
question_box_116171721232,"We'll you act like your good when your really not, so stop trying",negative,"i never acted like i was trying , we did shushinovas so many times that i got tired soo sorry i didnt really try my hardest to impress dumb bitches like you :)",negative
question_box_131486709044,worst day ever?,positive,"today. first off it's started when the voleybal team lost and it passed me off. then my mon was complaining about her life all day. my dad is on a blood thinner and he's drunk and falling which means he can easily die. and to end the day off, levi left me.",positive
question_box_131626990155,I don't fuck with Yooooouu ‎@ruppethan07,negative,,positive
question_box_119862520138,i know niagara and that anon better stfu because she no ones and  kadir your her bestfriend right? and i've meet you once before i think i don't remember it really well,positive,who are you,positive
question_box_108447506775,you all are being bitches just leave Brianna alone seriously Nariman you started this by kiking me but telling me your friends are annoying so please just get over yourself. Bri I gotchu. Make that 4 againest 1.‎  tayloreloy,negative,thanks tay(;,positive
question_box_127117973948,no one in seventh grade has an ass either atom,positive,why are you telling me this???,positive
question_box_61729801438,"maybe your ""vagina isn't showing"" but your ass is hanging out. your 13. like fuck takes child. dress your age. your putting out as a slut run.",positive,no my ass isn falling out. now stop worrying about me and my style and life and worry about your own.,positive
773526043,ill fuck the shit out of you,negative,lmao well i wouldn't let you .,positive
question_box_130500785288,do you fuck w. him now,positive,fuck with who?,positive
question_box_121120115598,TBH: you're really nice and you are someone I could tell my shit to (: rate: bms‎  Francis Gabriel,positive,Aww thank you ! ❤️,positive
question_box_111132252744,Wanna fuck,positive,oh,positive
773525717,is it wrong to kill animals for human consumption?,positive,"well food wise, i think we need to kill animals, but besides that animals shouldn't be killed for any other reason, animals aren't to be worn around our necks or displayed against our walls",positive
question_box_132104696995,I have no life and I a fucking annoying migit‎  the show off,negative,nah you're not,positive
question_box_121796650428,cause they suck that's why u won't say,positive,oh honey ida why r u still on my ask,positive
question_box_16432952171,"Taylor, fuck you",positive,Lol exactly,positive
question_box_123398749689,something u hate about urself,positive,"Accident prone like totallyBad at mathV shy around certain pplI wish I didn't quit ballin in 5th grade Not exactly the fastest swimmer bc Andre Slow 6:45 mile timeNot the best bassistBad at pianoEat WAAAY too much like srs I eat more than my whole fam ask Racho Not exactly popular but idgafV awkward when people cryBad at sympathy ^^Bad hugs well idk how my hugs are I cut V clumsy like srs get your shit together Waste too much time on the computer I can't get my 180 down on the board yet or rails and half pipesEgo :(Awkward around people I likeNot exactly the tallest kiddo Bad hair like ewScars on knees, arms Acne ewNo straight teeth oops No straight A's anymore sorry mumYea sorry I wasted your time but I'm over all these flaws about myself/the things I hate about myself and I'm just going to live out life the way it came to me and not gonna worry about any of this crap. I'm just gonna do my best bc like some anon said, ""you're Wilson yang. Show the haters who you really are and prove them all wrong.""",positive
question_box_124623849558,"Probably I'm not a ""thirsty nigga"" or whatever this society names people and I just wanted to know your number so I can get to know you better...",positive,well i dont give my number out to just anyone. if you wanted my number youd tell me who you are first,positive
question_box_47462327330,I spray painted my kendama-ur bitch,positive,awesomeeeee.,positive
question_box_129729792190,bet  we gone go crash the set . mind fucking purge .@jackie .,positive,you take stepan n i take damn n we kill erbody n walk out like nun happened,positive
question_box_112373204936,When was the last time you screamed?,positive,"when I was fucking your mom. can these questions NOT have an answer with ""your mom""?",negative
question_box_115962476108,"If not now, then when?",positive,Whenever i fucking i want to.bam that simple,positive
question_box_116461810521,"Hey , suck my ass !",positive,Nah,positive
question_box_39480359338,boobs or ass?,positive,ass,positive
question_box_48895754915,don't lose to much weight you don't want to be those type of girls that got big ass boobs and a small waist,positive,lololol i know what i'm doing,positive
question_box_118581897294,"bio on me , the cutest bitch ever (;‎  paola rubio",positive,Your gayy haha jk i love yahh tons ! Your one of my best friends (; we need to plan something (if you know what i mean(; ),positive
question_box_58327438901,HEY U SUCK,positive,HI PUSS PUSS;),positive
question_box_36772128717,any tips for treating acne scars?,positive,"vitamin e pills, just squeeze that shit out and massage it onto scarsmicrodermabrasionegyptian magic creamscars are scars, so they can't go away 10% but if you take good care of your skin, the appearance will reduce. try not to pop your pimples unless they are yellow and nasty and ready to pop. and when you do, don't do it with bare fingers, and put vitamin e on it right after.",positive
question_box_57500748096,no fuck off guns few is already mines,negative,lol? <a,positive
question_box_125641509033,thoughts on folly b,positive,she hilarious and without her i would die in path class and she has a love connection with leopard,positive
question_box_46083306251,Chawal,positive,Bryani over everything nigga,positive
question_box_114889180820,how would you describe your country in three words?,positive,whathe fuck,positive
question_box_117205646921,tm mjhse itna dart q hood yar :p haseb wala bnda run :p french ka btaya ni tmney :p apni mala di had ? kitni bazaar thukwaya apnay apko :p ?,positive,what the fuck? on war rah had war to a rahy ho xd tabhi untick ni or rahy our fazol baqwas jakay ani been se oro :p,positive
question_box_128379177998,What do you believe happens to us after we die?,positive,idek,positive
question_box_121240236374,R u single??,positive,Bitch I might be..,positive
question_box_119144511087,U looked fucking hot today,positive,Hahaha well that's a first.,positive
question_box_114777991883,He's dating Sapphire BACK OFF !!!,positive,Okay first of all I know hes dating sapphire & I dont like him! Okay stupid anon ! And take off the anon before you talk shit. Get your facts straight honey.,negative
question_box_130925714137,"If you could have anything you want for dinner tonight, what would you have?",positive,A big fat ass steak with fries on the side ,positive
question_box_51127910743,Mike Schaake wants his d up ur asshole,negative,Ew your gross go away,negative
question_box_126337741576,"Tbh// I hear you talk hella shit about me & you know nothing about me, I don't know anything about you besides all the stuff I've heard from other people that you've done, I don't say shit about you cause I don't know you or your past, so don't say shit about people until you actually know them..‎  Hannah Matson",positive,Don't believe rumors of you don't know if there true or not... Cause I don't.,positive
question_box_133389634188,yo brittney u make me mad,positive,thats because u suck,negative
question_box_65483027272,your ass got me to 3k likes ✌‎  gillian☻,positive,Your welcome ,positive
question_box_126048445606,Stfu about who she's dating! It's not your personal life to be involved with is it? Leave her and her love life alone!,negative,Hahah,positive
question_box_127647193762,This is why you should just drop them 2 bc of all the drama.,positive,"there wouldn't be any fuckin drama if you stupid anons would keep your damn mouths shut, now would there be? I'm not gonna ""drop"" 2 of my good friends because you don't want me being friends w them. so now go find someone else to annoy",negative
question_box_18856006763,fuck me,positive,if you're nial horn then yes,positive
773525713,why do people kill each other?,positive,for money or sum stupid reason,positive
question_box_118501488434,pretty sure one dance won't kill you,positive,"For now sure, but I hold the right to withdraw this offer.",positive
question_box_129712087075,did you know that bambam father is die?,positive,yup..them father pass away when baby still a kid.,positive
question_box_105657246504,HAILEY DADI IS MY HOE!!!‎  Bryanna Choi,positive,she's our hoe<333,positive
question_box_52596026611,Your hair looks ugly on you. It just doesn't fit. You look prettier with you brown hair.,positive,thanks bitch,positive
question_box_103390198142,:( you thought I was dumb  I'm still not switching my eyes though,positive,"Yesh, I thought you were dumb Eli, how the fuck do you think I'm Dominican?! You're act more Dominican than I do. Meanie :P, how's Cali though",positive
question_box_131563849918,You want a good degenerate show? I recommend Kill La Kill.,positive,Ah yes! And then there's the 3rd category of shows that are basically nothing but awesome FLCL / Gurren Lagann style animation.,positive
question_box_124029786849,guns you've dated and had things with name all of them and be honest,positive,why does it fucking matter,positive
question_box_122386989134,can i lick your pink toe,positive,lmfao what the fuck,positive
question_box_132129130896,What is your favorite source of outdoor entertainment?,positive,Watching animals fuck...JK,positive
question_box_59255507934,who do you find most attractive out of the girls you hang out with.,positive,oh  no one. haha,positive
question_box_59995959118,What size bra be serious,positive,No fuck you !,negative
question_box_106654626236,what are your plans for tonight?,positive,"i'm just staying home alone bc my mon and sister have to work and my younger sister is staying at her friends house, merry fucking christmas.",positive
question_box_44806368072,Gillian and Sydney always talk behind your back.. Nicole and mackenzie don't like you period.,positive,oh realllyyyyyyy thats we were all hanging out yesterday . dumb hoe .,negative
question_box_129768739171,did the video message to michael say fuck me?,negative,up no and who is this bc if you knew about me and him you would know we are just good friends,positive
question_box_102934266548,change your fucking instagram big. dizzy is so ugly and she is getting fat. like seriously i don't understand why people like her she is the biggest bitch. she should just leave e.c. like honestly no one likes her,negative,first of all stfu. yeah she's definitely fat if you consider 82 pounds fat then i must be obese. seriously what do you get out of hating on people? its not necessary... like people like you make other people kill themselves. stop. she's been my bestfriend since 3 nothing's ever gonna change..,negative
773525793,what is your one major weakness?,positive,being tickled but if you tickle me you will leave with some broken bones im dead serious i will kill u haha,positive
question_box_59923954910,"why do you lie so much on here, almost everyone knows all the answers, you lie so much. also when are you getting that nose job? your nose is ugly as fuck. like the rest of your face.",negative,i actually want a nose job. and yeah i know my have is ugly. that why i wear makeup haha,positive
question_box_119862434122,you couldn't find anyone else for bestfriend? really nigga your dumb,positive,stfu you dumb bitch,negative
question_box_117135368832,freshman with the best ass,positive,began madie sera bryne say valise katelin and jilian,positive
question_box_130819920062,Sydney,positive,sydney is my tall ass friend!!!! I've been on the same team as her since sixth grade and I'm glad!!! she hella cool and pretty!,positive
question_box_123683045949,yeah fuck what they think,positive,yup,positive
question_box_121404476527,"fuck bitches get,money,a  cyrus nevis",positive,your gay,positive
question_box_129261077626,what the name,positive,she would kill me if i said it,positive
question_box_74109222382,"your videos suck, and this is not to be mean but you talk in a really annoying way",negative,"Okay, if you think so you should stop watching my videos. not everyone can like me so I wont blame you",positive
question_box_71068748577,You and James' ask are so fucking stupid.,negative,Not really but ok hahahah,positive
question_box_102989753029,i've watched sydney threaten to beat you up when you refuse to do shit for her,positive,hahahaha,positive
question_box_110752799166,Which song reminds you of your childhood?,negative,I'm a boss ass bitch!,positive
question_box_127058187634,STOP SPAMMING ME BITCH‎  Lucy Moore,negative,never,positive
773525826,it's fine . just ignore all these stupid people telling you shit cause really it's annoying me .,positive,okay but who is this.? lol,positive
question_box_118441578743,who was the last person you talked to on the phone?,positive,may nigga,positive
question_box_120762927819,Sydni Adams sent nudes! I have them you can see her face! Plus you can see that wrinkly ass and it looks nasty! Last you can see the pussy it's a bush but her tits our nice!,negative,Whoever you are your a dick for sending this to everyone,negative
question_box_129854525982,FUCK IT RIGHT BOY,positive,stop noah,positive
question_box_125510036977,sup nigga!!!,positive,nothing so if you're in marquette please hum because i'm so bored,positive
question_box_131022296106,You smoke?,positive,i have asthma so i would die if i did,positive
question_box_123528940931,he can die.‎  Kenzie,negative,He proved my point,positive
question_box_121658706173,awe isn't that cute a fucking pimple shit needs her fucking flabby boyfriend to beat up me that has a six pack bitch,negative,you never know when to shut the fuck up don't you? him guess not. i'll beat you up give me the time and place and i'll be there,negative
question_box_133196805237,That must suck,positive,Why do you say that,positive
question_box_126652288174,you have such pretty hair and eyes and the best ass in 7th,positive,haha thanks but nooo,positive
question_box_62935954391,shit,positive,for that last one i meant KATNiSS not LATiNAS,positive
question_box_114715310461,did she reply,positive,Yup. She knows the article's cut.,positive
question_box_113432841224,Way to try and save your ass but you still look stupid,negative,lmao! dude get a life! omfg,negative
question_box_53425483045,yeah but his new bitch look better,positive,girl ^ excuse you she's not a dog . your full of disrespect . how were you raised ? okay that's your opinion are you happy ? do you want a cokie ?,positive
question_box_60165357015,You r such a fucking terrible person. Honestly like get a life. I mean I love anime but you are too obsessed with it. And you have such a bad personality. I mean seriously. Talking behind your friends backs? What are you....,negative,"Haters gonna hate, skaters gonna skate. I don't talk behind my friends' backs, I love all my friends. As for anime, I love it. I'm obsessed, so what. It doesn't affect you so you shouldn't worry about it. If I think it's a problem ill find a solution. As for the bad personality, I'm not going to change myself to satisfy society. I don't wake up in the morning to make anyone happy but myself. So you can think of me what you like, but I know that I love who I am and I'm never going to change myself.",positive
question_box_70463602495,how do you look like,positive,like a ratchet hoe,positive
773525997,would u rather fuck ripley or have a thresome w camden,positive,fuck ripley,positive
question_box_130598325474,Dude the way Nate asked you out is soooo fucking cuuuuuutteeee like ughhh goallsss,positive,Hehehehe,positive
question_box_116466766664,any tips for oncoming freshman? im nervous,positive,"don't be nervous ! just be yourself and don't do stupid shit and you won't get judged :) high schools fun , & don't get lost on the first day lmfao",positive
question_box_133204173325,Kiss date kill- Aiden Zach jack,positive,kill no one bc no one should die but date jack and Zach and kiss aiden,positive
773525670,who is that? she has a big ass;),positive,;),positive
question_box_119654902833,tbh ping pong today haha I fell and you kept on fanning yourself with the paddle. we should talk more❤️‎  apple,positive,Lol it's was hot and that shit was hilarious and yes we should ❤️❤️,positive
question_box_121519466341,"brush stfu no one likes you like your irevalent just cut you hang out with your "" friends "" and have some name brand this year doesn't mean you the shit",negative,*irrelevant* lmao i really don't give a fuck about who don't like me but gtfu my ask.am.....,negative
question_box_125206701379,Can i lick your butthole? I'd be lucky if you shit in my mouth!,negative,i will shit in your mouth.,negative
question_box_72530710861,nicest football players ass.  freshman,positive,all of them,positive
question_box_119127120447,Only my nigga Munib got hoes horny for him the power of looking good guys,positive,I don't look good,positive
question_box_56602673118,does your mon know you smoke weed?,positive,..,positive
question_box_116866098321,"i duno if it can xd because, i was thinking in the shower about what if satsuki went to war with the whole world xda @michael the writer",positive,"well, she'd probably die or something.",positive
question_box_58120234982,Do it that would be hot and its not weird I talk from experience,positive,Haha you a hoe,positive
question_box_125780033212,hoe,positive,maris you're a bitch,positive
question_box_114985908723,"Don't wish that shit on me, I can't be in highschool another year I'll die‎  Robert Turner",positive,I also wish you'd stop bein a little bitch and hang out sometimes.,positive
question_box_55876361511,U call niggas bitches,negative,Lmao. Indeed I do. Only if they're acting like it,positive
question_box_129234208208,are you the type of person with lots of friends or just a few close ones?,positive,"few close ones, like two. people think i'm a bitch or weird. actually i don't know what people think of me, i just know that at my old school a whole group of people hated me and i didn't know a single one of them and they didn't know me.",positive
question_box_123609556357,when will the world end?,positive,when i die.,positive
question_box_125542540110,kick cutis ?,positive,stfu?,positive
question_box_115413274161,who's cuter Davion or Myles?,positive,Miss me with that gay shit,positive
773526183,im an evil genius th,positive,i knew that was all you nigga,positive
question_box_114922400811,"If you had one word to describe yourself, what would it be?",positive,Bitches killer,positive
question_box_124062129889,pap of your socks,positive,suck my ass,negative
question_box_120373636965,thoughts on adam bryant,positive,Completely forgot about that hoe bag,negative
question_box_129415146452,"Are causing the suicide rate of teens to go up. So shut the fuck up, because you're nowhere near perfect either‎  Austin",negative,:),positive
question_box_127644405980,"I'm taunting you. ...Hmm, do you ever give up on your inventions?",positive,No and I will KILL YOU!,negative
question_box_114441703432,so many people is giving you shit just delete the page...,positive,i was thinking about it...,positive
question_box_117772468881,"okay, this might kill you: i also wear TiGHT parts!a @a homicidal queen a",positive,oh schnitzel,positive
question_box_125931129797,no way kaska is to good for her she will break his heart.,positive,fuck off due,negative
question_box_120895646295,Are u dating creighton still,positive,fuck him,negative
773525812,did response thoughts on think,positive,i look like shit cries,positive
question_box_58623552478,why don't you wanna cum to school? maybe we could fuck in the change rooms,positive,what the absolute fuck.,positive
question_box_113413731988,how much would you take so i can fuck you?,positive,no thanks,positive
question_box_54531303207,We gon fuck,negative,I'm pretty busy,positive
question_box_68937235213,Bitch suck ur mama pussy,negative,lol,positive
question_box_125407237560,hey fuckin babe i prefer or right testicle over or left now put it in,positive,thanks,positive
question_box_53602465319,admit you want me,positive,you ego is too far up your ass. i'd be lying if i said yes,negative
question_box_118425882810,i am ok :(   yesterday i was called and asshole so,positive,what!!,positive
question_box_62531609212,Tbh ; You're Gorgeous & Gives Good Ass Advice . You're Gorgeous & You Have A Gorgeous Smile (:  Rateee : Bms .‎  Nayeli .,positive,Awh Thank You & You Are Supper Beautiful❤,positive
question_box_57952353710,whatas wrong with the world?,positive,people are too lazy to do their own shit,positive
question_box_56086516915,what kills us and what makes us eternal?,positive,"well, murder can kill us the easiest but stuff like cancer or other illnesses can kill us, god made it impossible for eternal life as human on earth but as it says in the bible, if we believe we could have eternal life in heaven,",positive
question_box_133824845181,"Well that's kind of what I was getting at. Your gut feeling isn't very good, haha. What made you pick brown? It's probably my least favorite color lol.",positive,"my gut feeling is shit, so i went with brown.",positive
773526046,far she kiss,positive,conor fucking ledwith yes,positive
question_box_133562930075,where do you get style inspiration from?,positive,ha! i warned you about him babes. a now the whole squad gutta kill him a,positive
question_box_125098983773,Can I take you on a date to the cheesecake factory? - buzz,positive,cheesecake? o u o sounds yummy. Holy shit thanks for reminding me! I HAVE CHEESECAKE IN THE FRIDGE RIGHT NOW. omg,positive
question_box_62722633847,"Your cool because you can tell people to stop hiding behind a phone. You've dated 10,000 people you are fake",negative,How the fuck am I fake? Sorry I wanna who the fuck is messin around with me like people like you who seriously are hiding behind a god damn phone too scared to tell me who they are? Sweetheart I've dated 6 and I'm not fake do you honestly enjoy bullying me and hiding your identity? If you think that's making you cool it's not grow up a little all the stuff you're saying to me doesn't bother me one bit so nice try.(:,negative
question_box_124430839972,fag,positive,nah nigga!  that's all you,positive
question_box_58582164358,I WILL NOT. ONLY BECAUSE YOU'LL ASK THOMAS AND HE'LL MANIPULATING YOU INTO THINKING IM THE BAD GUY WHEN IM NOT.HE WANTED SEX AND I WOULDN'T GIVE IT TO HIM AND HES A TOTAL DUCK TO ME NOW. LIKE WHAT THE FUCK.:'( HE TRICKED ME INTO THINKING HE REALLY LIKED ME PUT ME AS HE LOCK SCREEN FROM IG SAYING....,negative,I wont ask Thomas. I just dont know if I can believe what your saying cause your anonymous,positive
question_box_131166182502,hey do u actually like vaughn? i think u are using him. u guns aren't cut! if u were u i would brake up with him bc he is ugly of. do u love him? u shouldn't!!!!!!! he's fuckin retarded,negative,get the fuck of anon and say it to my face,negative
question_box_109222430631,Your in 8th everyone's going to curse and you think if 1 person says fuck you think they will burn in hell what the fuck that's stupid to think?,negative,"That didn't make sense, whatsoever .",positive
question_box_104300528485,hottest guns at graham?,positive,most of y'all are thirsty judgemental fags and can stick a dildo up your ass,negative
question_box_124977990338,i would die everyday waiting for youaa (i seriously would)a  tonivalente,positive,well don't,positive
773525611,fag pussy bitch i'll back your ass with a basebal,negative,hey j,positive
question_box_132045784395,Holy shit u r gorgeous ❤️❤️❤️‎  Hannah McCormick,positive,Thanks hannah❤️,positive
question_box_49861786485,yes you have :D gross :|‎  Shayaan Cake Karimi,negative,Lol this nigga!!,positive
question_box_125444730179,"i'm a male and i'll be taking up gymnastics at un. i'm nervous about wearing the stretch outfit in front of people. i have an abnormally large buttocks for a male frame, it jigles like jelly when i run. i'm gonna have camel toe in my ass. should i be insecure about my body?",positive,"no, fuck what others think you like something you do it, they can get on their knees and kiss your ass",positive
question_box_123202654973,give me both scenario,positive,"so much tying. um, if i know them in real life, i'd want to wake up and polly go to like the galeria or something, just walking around, kissing and hugging and cute shit and getting smothies and just having fun together, and taking pictures, maybe get some chocolate from godiva bc free samples and just have fun. for online, a good morning text, and facetiming all day. / most of the day. maybe sending gifts on amazon or something cute.",positive
question_box_126890280647,what's the best prank you've ever played on somebody?,positive,like to be slammed like if u do not wanna die in 3 min.like or u will die.,positive
question_box_71378959679,ms.pule is a fucking joke!!!!!!!,negative,lol ikr!,positive
question_box_113054653640,who the fuck is chloe...,negative,wait why u hating on me ? if your so jelly of my money and me go ruin someone else dream nigga,negative
773525707,"*smiled a bit* i'm glad i could finally say it... i thought none could love me, so i said it... i'm happy i got to say it amy... *hugged back* tonic.eye",positive,*huge tight*..nothing you do..could ever make me stop loving you...you should know that...even when you took sally over me all those times..i still loved you...*tears roll down*.. i..i'm sorry i..wanted to..kill you..but..seeing that tonic..with tails...i..went..insane..,positive
773525744,why do people kill each other?,positive,"cause they want food, money for d backstage passes, and to narrow down the chances of getting harry",positive
question_box_120125660284,are your going to the ariana grande concert?:),positive,yes c:i'm going to die,positive
question_box_60198518600,Slut,negative,Hoe,negative
question_box_125141774464,don't listen to those fucks telling you that you're stupid they're just jealous because they're dumb bitches‎  hannah allsopp,negative,Thx hannah❤️❤️❤️,positive
question_box_59128972487,I swear god do you people have nothing to d with your lives? This drama shit has been dragged out for like a fucking month longer that it has to be!!!,negative,Thank you (:,positive
question_box_127771841522,I ain't desparate for ur ass it's ugly anyways‎  K R A M E R,negative,k,positive
question_box_123952635403,"why do y'all address me as nigga, and y'all could just stop talking to each other its that simple.a @trash",positive,okay,positive
question_box_112872356039,"like 25 for a gift, or gift me and ill gift you back +followed you :) xa @fuck this, im becoming a put",positive,u really followed me??? really ah naw dont believe it unless u can prove it to me,positive
question_box_106557081303,When was the last time you saw an animal in the wild?,positive,"There I was amidst the crowded hallways of mmms, and there he was... Giant, fugly, and loud.... A wild and juvenile Nikita Krushelnitsy (fuck idk how to spell it).",positive
question_box_65347111323,stfu person below,negative,ikr,positive
773526090,floppy booty bitch,positive,fuck you tyre naquon harrison,positive
question_box_113506988347,"i'm not an anon, fucker xd.",negative,yea you are your name doesn't come out xd,positive
question_box_131069630275,what if he said he'd do anything for you not to crush him and he wanted to die any way but that what would u di,positive,i'm not answering any more of these aa,positive
question_box_131624352053,you make no sense,positive,No like I'm saying how would it make sense that we're trying to fuck? BC you said it made sense,positive
question_box_125788096072,You fucking piss me off,negative,Ik who this is,positive
question_box_126875837827,look who is the fuck boy,negative,you don't know what that means.. so you can talk.. and you make sense,negative
question_box_132663698055,Why does Rhea never get put on hot lists.,positive,Why do I give a fuck?,positive
question_box_125002328332,Well he does even tho u don't deserve him,positive,umm stfu bc you don't know shit. he's the one who lied so hop off im not in the mood✋,negative
773525636,you might be 12 but that ass 1,positive,good to know,positive
question_box_122026714227,lena,positive,come to the cafcan I have gumopen my lock Is there something on my face*insults me*pourkaithat's my joke you always kill the joke wait for mehe's not even hot *pulls my hair*that doesn't hurt me *laughs at the weirdest moments*excuse me could you put that away a lot of people are complaining *points at my face*isweartogod so much more buh I love her,positive
question_box_125993238989,i want to kill fagged anthony!!,negative,anthony ? who's that ?,positive
question_box_71368488481,Can I have your number?,positive,Look I don't know you. You coukd be a serial rapist and killer and I don't wanted to be raped nor die so thank you have a blessed and holy flavored day he is with you,negative
question_box_108341325227,How often do you drink coffee?,positive,Ion fuck with tht,positive
question_box_123094807772,Because your face is really fucked up!,negative,Aww thanks bitch ❤️,negative
question_box_128745337118,your a fucking tool,negative,youre a fucking asshole,negative
question_box_124504858422,"you're right because shit will remain on the low.. i ""understand you "" lol",positive,"if i was with mckayla i wouldn't hide anything , why would i lol ?",positive
question_box_125597362620,same wheres  ally,positive,Being hacked by this lil gay shit.,positive
question_box_130621777288,No nigga im Jonathan  fym ,positive,"Get off anon, Jonathan ",positive
question_box_133840588930,Who has big jugs or a big ass,positive,the fact that you called them jugs oml,positive
question_box_119589569466,do you know that matt candle is better than one direction lol,positive,it's funny because i don't know who matt candle is so i suggest you stfu :) - sarah,positive
question_box_105771050922,What would someone have to do to make you dislike them immediately?,positive,Be a bitch as nigga/cracka,positive
question_box_131633570158,PAP of your spirit animal?,positive,😂😂she's gonna kill me if she sees this😭😂😂,positive
question_box_23737778795,do U have a favourite in one direction?               If u so u suck,negative,Oh rly,positive
question_box_127754574449,ILL BREAK YO WINDOWS BITCH,negative,Lol sucks for you I don't have windows I live in a box,negative
question_box_126525744803,Hahah I am makeing my self die,positive,ik lol,positive
question_box_129414767572,height and weight?,positive,height: a'a  weight: seriously who the fuck asked that??,positive
question_box_127933749782,What is the last thing that made you laugh out loud?,positive,My brother falling on his ass,positive
question_box_129774661419,what are you sure of?,positive,i'll die at some point,positive
question_box_36310025379,if u saw a person u dont fuck with anymore upset and hurt what would u do?,positive,i mean i'd feel bad & go see what wrong,positive
question_box_125336192036,"you know what anon, you need to shut the fuck up. emma is a beautiful person and she doesn't deserve this. go get a life, i'm sure you wouldn't be happy if someone was saying things like this to you.a @jesie fischer",negative,aawh jesie ilyaaaaaaaaaa,positive
question_box_113968296148,likes get rates from 1-10 on their ass,positive,natalie 1a you a,negative
question_box_105924811072,Hi could you like my 50 first recent answers (: if you don't want to thanks anyways but if you do I'd appreciate it and im also following you beautiful xx‎  you're ugly fuck u,positive,i think that was 50 :) and i followed you back :),positive
question_box_128702078460,you've answered worse stfu,positive,like what,positive
question_box_111533431034,Your ass looks so good in leggings! Please do squats on my face!,negative,ew. leave.,positive
question_box_126885852634,"In three words, how would you describe your best friend?",positive,Boss ass bitch,positive
773525940,are you in vegas yet? xd loud 9 ^_^t,positive,hahahahahahahahahahahahahahahah fuck you.,positive
question_box_133742957837,Something you say a lot,positive,suck on dat,positive
question_box_115696539715,Fav ppl?,positive,"alicia, cassidy, alex, autumn, hannah, alexis, and riley (( it fucking changes everyday so dont judge ))",positive
question_box_123088859796,Why are you an asshole?,negative,Ehh too much to explain,positive
773525950,fuck you. cunt. love train,negative,how rude,positive
question_box_70607888167,wen we gone fuck?,positive,"ink, i'm pretty busy",positive
773525723,why do people kill each other?,positive,to eliminate them because people think they have the right to take someone's life and yes i'm talking about the guns with badges,positive
question_box_128356233977,don't know nigga but i'm feeling high ma nigga,positive,"same nigga, same",positive
question_box_125879785704,Why's re you so fucking beautiful ?,positive,Thank you ❤️,positive
question_box_130074758863,top 15 friends,positive,this is the shit that hurts everyone feelings  andmakes them feel like they aren't included  loops that 16,positive
question_box_58621293748,now fuck you then,negative,stfu ed you're annoying me.,negative
question_box_122467488371,grabs or ass,positive,turn on,positive
question_box_128514374792,People are nosy lol don't let them get in your business bbygirl all they gone do is talk and make up rumors,positive,Yeah I've noticed  but i know I gotta keep my shit lowkey at all times  lmfao thanks,positive
question_box_129649966211,when you die will you be a legend?,positive,yes,positive
question_box_129453870014,"you sound dumb cause the nigga is white , not american but he's white . aaa @jackie .",negative,a know at the end of the day he got hoes n makes his money aa,positive
question_box_125688475637,Yes i do anon! Stfu‎  a b b y,positive,"Right! Shoot, Abby loves me. *laughing emoji*❤",positive
question_box_114518475998,last thing you laughed at?,positive,"someone left me a voicemail to call me a bitch ass that and then they left me another voicemail and said ""oh godnight by the way"" a",positive
question_box_122060166181,so fucking annoying,negative,:),positive
question_box_112456116311,your hands are so huge holy shit get them checked out,negative,they look big but there not dumbas.,positive
question_box_112980332955,Nothing fuck you‎  Jake Levine,negative,Harsh,positive
question_box_121199137791,truth. its on next to you by mike jones and i fucking love this song,positive,"We'll don't you wish he was ""next to you""? See what I did there HAHA",positive
question_box_117709768238,Because I want to know why she tried to stick up for you and you were a total bitch.?,negative,"Well, first. She was calling me a whore. Then she cheated on one my friends with his friend while he was also dating somebody and the person he was dating was one of my really good friends too. So now, I dont care if im a bitch to her. Because I hate her.",negative
question_box_130713726559,Please Support me to win by Like the first comment in this link please support me♥   Support Me please♥,positive,hahahahah,positive
question_box_121123056804,thoughts on ahead and aiman,positive,they both have a potential to kill the zombie. (cod) haha,positive
question_box_106254959098,"If you were a pro wrestler, what would your name, signature move, and catchphrase be? (Must be bad ass and intimidating)",positive,"idk lol. this is a weird question...my name would be Nutcracker Nia, my sig. move would be the ""nutcracker"" I would kick guys in the nuts, and my catch phrase would be ""get that ass beat"" (inside joke) I know this is all weird but so is this question......",positive
question_box_107434923725,wyd  doing nothing?,positive,stfu.,negative
question_box_59705457462,do you prefer gold or silver jewelry?,positive,i dont give a fuck?,positive
question_box_124811588757,what do you believe happens to us after we die?,positive,another life is waiting for us,positive
question_box_117943461645,Is it scandalous to wear socks with sandals?,positive,Nahh is you have ugly ass feet you better lol (:,positive
question_box_125099565556,youngest you'd fuck,positive,14..,positive
773525989,are you and bell still not friends?,positive,why the fuck would i even be her friend again lmao she never even apologized.,positive
question_box_112336327758,Cause my nigga my nigga!!<3‎  Eileen Ledesma,positive,Haha your gay (;,positive
question_box_120160153530,"curl he tweted he wants to die, he's delete it now but people have seen it",positive,he's just a bit upset that's all and it's kind of personal family problems,positive
question_box_132744215942,good luck with baer lol,positive,She makes me want to die already,positive
